Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
11/3/2018,12:26:40,5,50260,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,36.8,3.7,Critical,money_order
11/3/2018,9:38:26,4,11627,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,140,14,Critical,credit_card
11/3/2018,11:46:40,8,49847,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,High,money_order
11/3/2018,1:10:33,4,54619,Female,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,Critical,credit_card
11/3/2018,19:00:56,1,31319,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,Critical,money_order
11/3/2018,15:34:58,10,23973,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.1,53,5.3,Medium,credit_card
11/3/2018,10:41:12,4,16523,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,137.1,13.7,High,credit_card
11/3/2018,7:39:47,4,28240,Male,Web,Member,Fashion,Suits,109,1,0.5,7.2,0.7,Critical,credit_card
11/3/2018,22:50:55,6,32647,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,3.3,0.3,High,credit_card
11/3/2018,17:40:27,7,28580,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,107.4,10.7,Critical,credit_card
11/3/2018,0:21:01,2,21071,Male,Web,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,Critical,credit_card
11/3/2018,21:42:33,8,30267,Male,Web,Member,Fashion,Formal Shoes,213,5,0.5,101.1,10.1,High,money_order
11/3/2018,14:48:36,6,30190,Female,Web,Member,Fashion,Running Shoes,224,1,0.5,132.8,13.3,Critical,credit_card
11/3/2018,12:52:45,9,29637,Male,Web,Member,Fashion,Sneakers,62,1,0.5,15.5,1.6,Medium,credit_card
11/3/2018,22:05:22,10,22743,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,163,16.3,High,credit_card
11/3/2018,11:11:37,5,34289,Male,Web,Member,Fashion,Sneakers,62,1,0.4,15.5,1.6,High,credit_card
11/3/2018,11:55:05,4,28164,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,Medium,credit_card
11/3/2018,15:54:52,4,17345,Male,Web,Member,Fashion,Titak watch,228,5,0.5,113.8,11.4,Medium,credit_card
11/3/2018,23:12:06,1,27762,Male,Web,Member,Fashion,Shirts,196,1,0.5,92.5,9.2,High,credit_card
11/3/2018,8:36:51,1,28382,Male,Web,Member,Fashion,Jeans,218,5,0.4,94.4,9.4,High,money_order
11/3/2018,18:05:05,1,44408,Female,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,High,credit_card
11/3/2018,14:20:29,1,59535,Male,Web,Member,Fashion,Titak watch,228,3,0.5,141.2,14.1,High,money_order
11/3/2018,22:43:12,1,16369,Male,Web,Member,Fashion,Fossil Watch,159,1,0.5,71.1,7.1,Critical,debit_card
11/3/2018,12:20:34,1,31387,Male,Web,Member,Fashion,Jeans,218,3,0.5,105.3,10.5,Critical,credit_card
11/3/2018,10:42:40,1,42561,Male,Web,Member,Fashion,Sneakers,62,2,0.4,31,3.1,High,e_wallet
11/3/2018,12:36:55,1,45458,Male,Web,Member,Fashion,Jeans,218,3,0.5,105.3,10.5,High,credit_card
11/3/2018,12:17:18,1,18126,Female,Web,Member,Fashion,Shirts,196,1,0.4,100.3,10,High,money_order
11/3/2018,20:48:39,1,23952,Male,Web,Member,Fashion,Suits,109,1,0.5,25.7,2.6,Medium,credit_card
11/3/2018,15:48:08,1,27059,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,138.2,13.8,Medium,credit_card
11/3/2018,15:36:26,1,24150,Male,Web,Member,Fashion,Shirts,196,2,0.4,100.3,10,Critical,credit_card
11/3/2018,10:13:57,1,39269,Male,Web,Member,Fashion,Casula Shoes,122,1,0.5,37.1,3.7,Critical,credit_card
11/3/2018,14:05:45,1,25352,Male,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,Critical,credit_card
11/3/2018,13:04:46,1,50742,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Medium,credit_card
11/3/2018,22:42:11,1,13452,Male,Web,Member,Fashion,Running Shoes,224,1,0.5,135,13.5,Medium,e_wallet
11/3/2018,7:36:53,1,35228,Male,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Medium,credit_card
11/3/2018,9:54:45,1,38163,Male,Web,Member,Fashion,Shirts,196,5,0.5,67,6.7,High,credit_card
11/3/2018,17:26:49,1,55569,Male,Web,Member,Fashion,Suits,109,3,0.4,22.5,2.2,High,credit_card
11/3/2018,14:19:17,1,38237,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,160.6,16.1,Critical,credit_card
11/3/2018,18:43:40,1,59806,Male,Web,Member,Fashion,Sneakers,62,1,0.5,15.5,1.6,Critical,credit_card
11/3/2018,19:21:12,2,58488,Male,Web,Member,Fashion,Suits,109,4,0.4,11.6,1.2,Critical,credit_card
11/3/2018,21:43:53,7,41863,Male,Web,Member,Fashion,Sneakers,62,1,0.3,62,6.2,Medium,money_order
11/3/2018,9:25:14,8,48246,Female,Web,Member,Fashion,Jeans,218,2,0.4,129.3,12.9,Medium,credit_card
11/3/2018,21:10:16,3,44946,Male,Web,Member,Fashion,Fossil Watch,159,2,0.4,66.3,6.6,Critical,credit_card
11/3/2018,23:13:48,6,32922,Male,Web,Member,Fashion,Suits,109,2,0.5,26.8,2.7,Medium,credit_card
11/3/2018,15:43:19,9,28917,Female,Web,Member,Fashion,Casula Shoes,122,1,0.4,27.4,2.7,Medium,credit_card
11/3/2018,11:25:32,2,42206,Male,Web,Member,Fashion,Fossil Watch,159,5,0.4,63.1,6.3,Medium,credit_card
11/3/2018,20:01:55,9,38124,Female,Web,Member,Fashion,T - Shirts,248,2,0.5,163,16.3,Medium,credit_card
11/3/2018,21:30:20,8,49323,Male,Web,Member,Fashion,Shirts,196,1,0.3,110.1,11,Medium,credit_card
11/3/2018,3:08:17,4,43069,Male,Web,Member,Fashion,Shirts,196,4,0.3,92.5,9.2,Medium,credit_card
11/3/2018,13:19:58,6,27015,Female,Web,Member,Fashion,Fossil Watch,159,4,0.5,47.2,4.7,High,credit_card
11/3/2018,15:31:53,1,37354,Male,Web,Member,Fashion,Casula Shoes,122,2,0.3,34.7,3.5,High,money_order
11/3/2018,18:36:41,10,52737,Male,Web,Member,Fashion,T - Shirts,248,1,0.4,163,16.3,High,credit_card
11/3/2018,16:57:59,3,23266,Male,Web,Member,Fashion,Fossil Watch,159,4,0.5,47.2,4.7,Medium,credit_card
11/3/2018,17:17:12,1,23483,Male,Web,Member,Fashion,Sports Wear,85,2,0.4,42.5,4.3,Critical,credit_card
11/3/2018,10:00:14,7,20399,Male,Web,Member,Fashion,T - Shirts,248,1,0.5,130.8,13.1,Medium,credit_card
11/3/2018,9:04:28,9,17994,Female,Web,Member,Fashion,Running Shoes,224,4,0.5,135,13.5,Medium,credit_card
11/3/2018,15:37:48,5,50025,Female,Web,Member,Fashion,Formal Shoes,213,2,0.5,128.7,12.9,High,e_wallet
11/3/2018,18:54:39,6,50111,Female,Web,Member,Fashion,Suits,109,2,0.5,18.1,1.8,Medium,credit_card
11/3/2018,2:06:57,3,55034,Female,Web,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,High,credit_card
11/3/2018,16:57:03,10,39328,Male,Web,Member,Fashion,Titak watch,228,5,0.5,91,9.1,High,credit_card
11/3/2018,11:45:23,6,24079,Male,Web,Member,Fashion,T - Shirts,248,2,0.3,153.1,15.3,Medium,credit_card
11/3/2018,13:24:03,8,21725,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,109.9,11,High,money_order
11/3/2018,11:13:41,10,21312,Female,Web,Member,Auto & Accessories,Tyre,250,3,0.2,132.5,13.3,Medium,credit_card
11/3/2018,8:30:29,7,27950,Female,Web,Member,Auto & Accessories,Bike Tyres,72,3,0.1,24,2.4,Medium,credit_card
11/3/2018,18:18:35,7,12655,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.2,120,12,Medium,credit_card
11/3/2018,23:18:08,10,29668,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,93.3,9.3,High,credit_card
11/3/2018,0:45:12,3,59396,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,54,5.4,High,money_order
11/3/2018,8:37:38,9,18525,Male,Web,Member,Auto & Accessories,Car Body Covers,117,3,0.2,23,2.3,High,credit_card
11/3/2018,15:53:52,6,16701,Female,Web,Guest,Auto & Accessories,Car Seat Covers,114,2,0.2,29.4,2.9,Medium,credit_card
11/3/2018,17:04:13,5,56915,Male,Web,Member,Auto & Accessories,Car Speakers,211,3,0.2,105.7,10.6,Critical,credit_card
11/3/2018,17:11:26,8,27904,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,2,0.1,27.2,2.7,Medium,credit_card
11/3/2018,22:19:24,2,29728,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.1,54.4,5.4,Medium,credit_card
11/3/2018,15:20:36,9,58457,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,3,0.1,23.7,2.4,Medium,credit_card
11/3/2018,9:56:14,3,47397,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.2,145,14.5,Critical,credit_card
11/3/2018,0:26:04,8,39790,Female,Web,Member,Electronic,Watch,104,2,0.1,17.8,1.8,High,money_order
11/3/2018,4:27:46,4,44128,Female,Web,Member,Electronic,Watch,104,3,0.1,20.9,2.1,Medium,credit_card
11/3/2018,20:28:17,5,31314,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.1,137.8,13.8,Medium,debit_card
11/3/2018,20:07:27,9,41667,Male,Web,Member,Electronic,Mouse,111,1,0.2,3.3,0.3,Medium,credit_card
11/3/2018,9:05:52,7,39842,Male,Web,Member,Electronic,Fans,149,3,0.2,46.7,4.7,High,credit_card
11/3/2018,21:43:05,2,30103,Male,Web,Member,Electronic,Mixer/Juicer,83,3,0.2,27.7,2.8,High,credit_card
11/3/2018,23:49:32,9,51252,Female,Web,Member,Electronic,Samsung Mobile,220,2,0.2,122.4,12.2,Medium,credit_card
11/3/2018,13:42:20,3,10309,Female,Web,Member,Electronic,Mouse,111,2,0.1,28.8,2.9,High,credit_card
11/3/2018,17:34:25,7,33102,Female,Web,Member,Electronic,Samsung Mobile,220,3,0.2,113.6,11.4,Medium,credit_card
11/3/2018,15:30:58,7,15830,Male,Web,Member,Fashion,Titak watch,228,2,0.2,138.9,13.9,High,credit_card
11/3/2018,10:21:35,8,12484,Female,Web,Member,Fashion,Running Shoes,224,5,0.5,88,8.8,High,credit_card
11/3/2018,20:50:07,10,23418,Male,Web,Member,Fashion,T - Shirts,248,2,0.3,153.1,15.3,Medium,credit_card
11/3/2018,11:42:26,9,53496,Male,Web,Guest,Fashion,Fossil Watch,159,1,0.3,59.9,6,Low,credit_card
11/3/2018,21:36:11,7,53116,Female,Web,Member,Fashion,Formal Shoes,213,1,0.4,107.4,10.7,Medium,credit_card
11/3/2018,13:49:23,3,27677,Male,Web,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,High,credit_card
11/3/2018,10:08:57,5,39099,Male,Web,Member,Fashion,Formal Shoes,213,1,0.5,101.1,10.1,Medium,credit_card
11/3/2018,14:16:56,9,41248,Male,Web,Member,Fashion,Fossil Watch,159,1,0.4,59.9,6,Low,credit_card
11/3/2018,21:38:15,6,57472,Female,Web,Member,Fashion,Jeans,218,2,0.1,133.6,13.4,Medium,money_order
11/3/2018,9:22:20,1,49986,Male,Web,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,Medium,credit_card
11/3/2018,16:03:27,9,50647,Male,Web,Member,Fashion,Fossil Watch,159,5,0.2,63.1,6.3,Medium,money_order
11/3/2018,11:08:29,1,38726,Male,Web,Member,Fashion,Jeans,218,1,0.3,131.5,13.1,Medium,money_order
11/3/2018,16:37:04,8,28514,Male,Web,Member,Fashion,Suits,109,5,0.1,23.6,2.4,Medium,money_order
11/3/2018,14:35:07,8,49969,Male,Web,Member,Fashion,Running Shoes,224,2,0.1,139.5,14,Medium,money_order
11/3/2018,20:28:45,7,35080,Male,Mobile,Member,Fashion,T - Shirts,248,1,0.4,128.3,12.8,Medium,e_wallet
11/3/2018,10:43:27,8,45202,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.4,1.6,0.2,High,credit_card
11/3/2018,14:22:25,5,57308,Male,Mobile,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,High,debit_card
11/3/2018,8:38:13,4,27215,Male,Mobile,Member,Fashion,Sports Wear,85,5,0.2,17,1.7,Low,credit_card
11/3/2018,16:57:01,6,42309,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.2,3.3,0.3,Medium,credit_card
11/3/2018,11:36:18,5,22784,Male,Mobile,Member,Fashion,Jeans,218,1,0.2,133.6,13.4,Low,credit_card
11/3/2018,22:01:10,2,27287,Male,Mobile,Member,Fashion,Casula Shoes,122,1,0.5,35.9,3.6,High,credit_card
11/3/2018,13:54:39,2,76851,Male,Mobile,Member,Fashion,Sports Wear,85,1,0.3,2.5,0.2,Medium,e_wallet
11/3/2018,9:47:34,7,87378,Female,Web,Member,Home & Furniture,Towels,228,4,0.2,138.9,13.9,High,credit_card
11/3/2018,15:37:56,2,63460,Male,Web,Member,Home & Furniture,Dinning Tables,119,3,0.2,31.9,3.2,High,credit_card
11/3/2018,19:29:37,8,71560,Female,Web,Member,Home & Furniture,Towels,228,1,0.3,125.2,12.5,Medium,debit_card
11/3/2018,3:47:35,2,67108,Female,Web,Member,Home & Furniture,Dinner Crockery,133,4,0.3,37,3.7,High,money_order
11/3/2018,20:02:18,10,81803,Female,Web,Member,Home & Furniture,Sofa Covers,216,5,0.4,92.8,9.3,High,credit_card
11/3/2018,12:28:01,1,67982,Male,Web,Member,Home & Furniture,Dinner Crockery,133,5,0.2,46.4,4.6,Low,credit_card
11/3/2018,15:28:47,8,78554,Male,Web,Guest,Home & Furniture,Sofa Covers,216,3,0.3,103.6,10.4,Medium,money_order
11/3/2018,6:24:54,4,64132,Male,Web,Member,Home & Furniture,Dinning Tables,119,3,0.3,28.3,2.8,Medium,credit_card
11/3/2018,8:21:01,8,96198,Female,Web,Member,Home & Furniture,Umbrellas,70,1,0.4,35,3.5,Medium,credit_card
11/3/2018,7:02:12,7,92502,Female,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,70,7,Medium,e_wallet
11/3/2018,11:26:48,9,66041,Female,Web,Member,Home & Furniture,Bed Sheets,211,1,0.4,114.1,11.4,Medium,credit_card
11/3/2018,0:08:00,3,78029,Female,Web,Member,Home & Furniture,Towels,228,4,0.2,138.9,13.9,High,credit_card
11/3/2018,12:08:45,2,75811,Male,Web,Member,Home & Furniture,Towels,228,1,0.4,138.9,13.9,High,credit_card
11/3/2018,7:06:35,2,90973,Female,Web,Member,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2,High,money_order
11/3/2018,13:37:30,5,76774,Female,Web,Member,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11,Medium,money_order
11/3/2018,18:35:24,4,70098,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.4,34.1,3.4,Medium,credit_card
11/3/2018,18:05:37,8,80831,Female,Web,Member,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2,Medium,credit_card
11/3/2018,14:11:05,5,61985,Female,Web,Member,Home & Furniture,Sofas,67,4,0.4,16.8,1.7,Medium,credit_card
11/3/2018,16:13:40,9,92908,Female,Web,Member,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8,High,credit_card
11/3/2018,15:54:30,8,65517,Female,Web,Member,Home & Furniture,Sofa Covers,216,5,0.3,103.6,10.4,Medium,money_order
11/3/2018,17:13:19,3,78310,Female,Web,Member,Home & Furniture,Bed Sheets,211,3,0.2,124.7,12.5,Medium,credit_card
11/3/2018,10:16:07,1,99551,Male,Web,Guest,Home & Furniture,Umbrellas,70,3,0.3,23.3,2.3,Medium,money_order
11/3/2018,13:19:41,2,68324,Female,Web,Member,Home & Furniture,Sofas,67,3,0.2,22.3,2.2,Medium,credit_card
11/3/2018,23:18:06,9,60051,Female,Web,Member,Home & Furniture,Dinning Tables,119,5,0.3,9.3,0.9,Medium,money_order
11/3/2018,14:42:09,3,67808,Female,Web,Member,Home & Furniture,Sofa Covers,216,4,0.3,110.1,11,Medium,money_order
11/3/2018,12:21:55,4,89977,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.3,37.8,3.8,Medium,money_order
11/3/2018,14:06:35,7,69301,Female,Mobile,Member,Home & Furniture,Beds,78,5,0.4,15.6,1.6,Low,money_order
11/3/2018,10:15:31,8,83781,Female,Web,Member,Home & Furniture,Bed Sheets,211,4,0.4,97.2,9.7,Low,credit_card
11/3/2018,6:19:40,6,88005,Male,Web,Member,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5,High,credit_card
11/3/2018,6:04:15,2,71282,Male,Web,Member,Home & Furniture,Towels,228,1,0.4,102.4,10.2,Medium,credit_card
11/3/2018,15:19:03,2,74739,Male,Web,Member,Home & Furniture,Dinner Crockery,133,2,0.4,31.7,3.2,Medium,money_order
11/3/2018,16:58:12,2,99464,Female,Web,Member,Home & Furniture,Shoe Rack,124,2,0.4,24.2,2.4,Medium,e_wallet
11/3/2018,13:33:14,10,86971,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.3,25.4,2.5,Medium,credit_card
11/3/2018,14:48:25,2,62228,Female,Web,Member,Home & Furniture,Dinning Tables,119,2,0.3,24.7,2.5,Medium,credit_card
11/3/2018,11:00:57,7,94171,Female,Web,Member,Home & Furniture,Beds,78,2,0.1,39,3.9,Medium,credit_card
11/3/2018,8:26:22,1,72481,Female,Web,Member,Home & Furniture,Dinning Tables,119,3,0.4,24.7,2.5,Medium,money_order
11/3/2018,14:06:43,3,83161,Female,Web,Member,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11,Low,money_order
11/3/2018,10:23:31,2,72832,Female,Web,Member,Home & Furniture,Curtains,34,1,0.2,34,3.4,High,money_order
11/3/2018,16:14:15,10,85295,Female,Web,Member,Home & Furniture,Beds,78,2,0.1,39,3.9,Medium,credit_card
11/3/2018,16:54:39,7,70651,Female,Web,Member,Home & Furniture,Shoe Rack,124,1,0.3,40.3,4,High,money_order
11/3/2018,10:47:35,8,64853,Female,Web,Member,Home & Furniture,Dinning Tables,119,2,0.5,27.1,2.7,Medium,credit_card
11/3/2018,14:52:31,5,81707,Female,Mobile,Member,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7,High,credit_card
11/3/2018,14:08:55,10,68317,Female,Web,Member,Home & Furniture,Bed Sheets,211,2,0.5,88.8,8.9,Medium,credit_card
11/3/2018,15:24:18,2,85385,Female,Web,Member,Home & Furniture,Sofas,67,3,0.5,22.3,2.2,High,money_order
11/3/2018,14:17:03,3,61064,Male,Web,Member,Home & Furniture,Sofas,67,3,0.3,22.3,2.2,Medium,money_order
11/3/2018,14:09:35,6,64307,Female,Web,Member,Home & Furniture,Dinning Tables,119,2,0.2,34.2,3.4,Medium,credit_card
11/3/2018,8:20:07,4,89025,Female,Web,Member,Home & Furniture,Beds,78,2,0.1,19.5,2,Medium,credit_card
11/3/2018,16:44:03,2,76039,Female,Web,Member,Home & Furniture,Dinner Crockery,133,2,0.5,26.4,2.6,Low,money_order
11/3/2018,17:21:48,10,93823,Female,Web,Member,Home & Furniture,Beds,78,1,0.2,78,7.8,Medium,credit_card
11/3/2018,11:26:27,1,62119,Male,Web,Member,Home & Furniture,Sofas,67,1,0.1,67,6.7,Medium,credit_card
11/3/2018,20:03:49,2,63992,Female,Mobile,Member,Home & Furniture,Bed Sheets,211,2,0.2,114.1,11.4,Medium,credit_card
11/3/2018,8:29:15,2,60564,Male,Web,Member,Home & Furniture,Sofas,67,3,0.2,22.3,2.2,Medium,credit_card
11/3/2018,11:21:10,4,81385,Female,Web,Member,Home & Furniture,Beds,78,1,0.3,15.6,1.6,Medium,credit_card
11/3/2018,11:56:31,1,86056,Female,Web,Member,Home & Furniture,Dinning Tables,119,1,0.4,34.2,3.4,High,credit_card
11/3/2018,14:57:05,2,97312,Female,Web,Member,Fashion,Sneakers,62,5,0.2,12.4,1.2,High,money_order
11/3/2018,1:29:40,9,69477,Female,Web,Member,Fashion,Casula Shoes,122,2,0.5,29.8,3,Medium,credit_card
11/3/2018,10:57:22,10,86770,Female,Web,Member,Fashion,Casula Shoes,122,1,0.1,40.8,4.1,Medium,credit_card
11/3/2018,23:11:47,6,61790,Female,Web,Member,Fashion,Titak watch,228,3,0.1,141.2,14.1,Medium,money_order
11/3/2018,13:19:56,9,86622,Female,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,Medium,credit_card
11/3/2018,0:36:26,3,96472,Male,Web,Member,Fashion,Shirts,196,3,0.3,98.4,9.8,High,credit_card
11/3/2018,0:56:50,3,75650,Male,Web,Member,Fashion,Running Shoes,224,1,0.1,141.8,14.2,Medium,credit_card
11/3/2018,14:36:41,10,64706,Female,Web,Member,Fashion,Formal Shoes,213,4,0.4,98.9,9.9,High,credit_card
11/3/2018,8:54:25,7,63288,Male,Web,Member,Fashion,Formal Shoes,213,3,0.1,126.6,12.7,Medium,credit_card
11/3/2018,14:02:09,3,92058,Female,Web,Member,Fashion,Sports Wear,85,4,0.4,21.3,2.1,Medium,credit_card
11/3/2018,16:16:19,10,60051,Female,Web,Member,Fashion,Formal Shoes,213,1,0.1,130.9,13.1,High,money_order
11/3/2018,13:37:17,6,64019,Female,Mobile,Member,Fashion,Casula Shoes,122,5,0.4,17.6,1.8,High,money_order
11/3/2018,11:41:42,10,62209,Female,Web,Member,Fashion,Sports Wear,85,4,0.3,21.3,2.1,Medium,credit_card
11/3/2018,6:54:59,1,97074,Female,Web,Member,Fashion,Fossil Watch,159,3,0.2,69.5,6.9,Medium,credit_card
11/3/2018,14:33:16,9,72823,Male,Web,Member,Fashion,Suits,109,3,0.4,15.9,1.6,Medium,e_wallet
11/3/2018,16:04:18,5,78440,Female,Web,Member,Fashion,Fossil Watch,159,4,0.1,72.6,7.3,Low,credit_card
11/3/2018,17:55:33,8,95802,Female,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,Medium,credit_card
11/3/2018,9:49:53,7,89512,Female,Web,Member,Fashion,Titak watch,228,4,0.1,138.9,13.9,Medium,money_order
11/3/2018,8:50:46,3,62982,Female,Web,Member,Fashion,Fossil Watch,159,1,0.3,74.2,7.4,Low,e_wallet
11/3/2018,7:27:17,8,68938,Male,Web,Member,Fashion,Formal Shoes,213,3,0.2,120.2,12,High,money_order
11/3/2018,21:17:04,10,93959,Female,Web,Member,Fashion,Jeans,218,2,0.4,120.6,12.1,Medium,credit_card
11/3/2018,17:45:53,5,82575,Female,Web,Member,Fashion,Titak watch,228,2,0.4,129.8,13,Medium,credit_card
11/3/2018,7:20:52,5,95359,Female,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Medium,credit_card
11/3/2018,17:17:33,3,84865,Female,Web,Member,Fashion,Jeans,218,2,0.2,129.3,12.9,Medium,credit_card
11/3/2018,10:13:50,4,83436,Female,Web,Member,Fashion,Running Shoes,224,3,0.4,117.1,11.7,Medium,credit_card
11/3/2018,22:20:39,6,60695,Female,Web,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,Medium,credit_card
11/3/2018,9:38:50,3,67329,Female,Web,Member,Fashion,T - Shirts,248,1,0.3,160.6,16.1,Low,credit_card
11/3/2018,23:00:24,10,82414,Female,Web,Member,Fashion,T - Shirts,248,5,0.2,143.2,14.3,Medium,credit_card
11/3/2018,22:54:04,8,95132,Female,Web,Member,Fashion,Sneakers,62,1,0.3,62,6.2,Medium,credit_card
11/3/2018,13:35:22,8,91394,Female,Web,Member,Fashion,Suits,109,1,0.1,27.9,2.8,Medium,credit_card
11/3/2018,17:53:37,7,60048,Female,Web,Member,Fashion,Jeans,218,3,0.5,105.3,10.5,Medium,credit_card
11/3/2018,12:25:25,6,97750,Female,Web,Member,Fashion,Sports Wear,85,2,0.2,1.6,0.2,Medium,credit_card
11/3/2018,10:07:14,6,67672,Female,Web,Member,Fashion,Shirts,196,5,0.3,86.6,8.7,High,credit_card
11/3/2018,17:36:44,10,88017,Female,Web,Member,Fashion,Suits,109,1,0.2,26.8,2.7,Medium,credit_card
11/3/2018,22:27:45,8,85387,Female,Web,Member,Fashion,Shirts,196,3,0.3,98.4,9.8,Medium,credit_card
11/3/2018,14:18:55,4,79426,Female,Web,Member,Fashion,Sports Wear,85,2,0.5,42.5,4.3,Medium,credit_card
11/3/2018,20:20:47,7,88603,Male,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,Medium,money_order
11/3/2018,22:24:38,2,85663,Female,Mobile,Member,Fashion,Titak watch,228,2,0.4,129.8,13,Low,money_order
11/3/2018,13:23:00,3,96296,Male,Web,Member,Fashion,Sports Wear,85,2,0.3,42.5,4.3,Low,credit_card
11/3/2018,11:44:49,7,80943,Male,Web,Member,Fashion,Formal Shoes,213,5,0.4,90.4,9,High,credit_card
11/3/2018,20:23:30,7,76575,Male,Web,Member,Home & Furniture,Sofas,67,1,0.3,33.5,3.4,Medium,credit_card
11/3/2018,21:31:40,3,60128,Male,Web,Member,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11,Medium,credit_card
11/3/2018,18:30:57,3,76938,Male,Web,Member,Home & Furniture,Sofa Covers,216,3,0.3,103.6,10.4,Medium,e_wallet
11/3/2018,11:03:47,9,81439,Female,Mobile,Member,Home & Furniture,Shoe Rack,124,1,0.3,31.6,3.2,Medium,money_order
11/3/2018,1:50:48,5,85940,Male,Web,Member,Home & Furniture,Dinner Crockery,133,4,0.3,26.4,2.6,Medium,credit_card
11/3/2018,20:58:38,6,73865,Male,Web,Member,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4,Medium,credit_card
11/3/2018,10:56:56,7,90981,Male,Web,Member,Home & Furniture,Beds,78,3,0.2,26,2.6,High,credit_card
11/3/2018,15:35:04,10,66351,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.4,39,3.9,Medium,money_order
11/3/2018,11:34:23,7,62255,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2,Medium,credit_card
11/3/2018,17:22:24,7,83136,Male,Web,Member,Home & Furniture,Bed Sheets,211,3,0.3,99.4,9.9,Medium,credit_card
11/3/2018,22:55:21,2,76418,Male,Web,Member,Home & Furniture,Dinner Crockery,133,5,0.3,19.8,2,Medium,credit_card
11/3/2018,7:43:45,2,63489,Male,Web,Member,Home & Furniture,Shoe Rack,124,3,0.4,29.1,2.9,High,e_wallet
11/3/2018,12:28:36,8,63467,Male,Web,Member,Home & Furniture,Umbrellas,70,1,0.3,70,7,Medium,credit_card
11/3/2018,12:52:29,9,99005,Male,Web,Member,Home & Furniture,Dinning Tables,119,5,0.4,15.2,1.5,Medium,credit_card
11/3/2018,17:01:29,3,99884,Male,Web,Member,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11,Medium,credit_card
11/3/2018,15:20:33,2,95467,Male,Web,Member,Home & Furniture,Bed Sheets,211,1,0.4,114.1,11.4,High,credit_card
11/3/2018,9:32:47,6,86477,Male,Web,Member,Home & Furniture,Dinner Crockery,133,3,0.2,49,4.9,Medium,credit_card
11/3/2018,9:35:17,4,98662,Male,Web,Member,Home & Furniture,Dinning Tables,119,5,0.2,33.1,3.3,High,credit_card
